0,3576.3,7.94,249.600000,370.100000,101.800000,249.000000,359.600000,101.800000,53.0,31.7,103.20,32.500000,214.704000,83.600000,0.400000,231.248840,1610.368866,131.3,0.4,56.8000,45.25000,56.5000,NaN,93.6,92.376018,0.806017,801.0,1000.0,0.669449,2.782623,311.909400
1,3576.3,9.53,233.500000,364.600000,101.300000,231.000000,338.100000,102.400000,58.8,37.6,103.00,38.600000,290.594000,104.700000,1.400000,309.001660,2310.226429,158.5,1.4,56.8000,45.25000,56.5000,NaN,92.9,91.685171,0.806017,801.0,1000.0,0.669449,3.697781,288.600300
2,3576.3,11.11,213.400000,357.100000,101.600000,211.000000,314.800000,100.600000,63.6,42.8,102.60,43.400000,368.042000,114.300000,1.900000,388.114980,3039.489680,172.3,1.9,56.8000,45.25000,56.5000,NaN,91.4,90.204787,0.806017,801.0,1000.0,0.669449,4.515073,248.790600
3,3576.3,12.70,191.600000,347.400000,98.400000,187.000000,291.500000,99.000000,64.7,46.2,102.00,46.100000,434.663000,121.300000,3.300000,455.214520,3824.082686,181.5,3.3,56.8000,45.25000,56.5000,NaN,89.2,88.033555,0.806017,801.0,1000.0,0.669449,5.217673,223.559100
4,3576.3,14.29,171.900000,337.700000,99.200000,169.000000,270.300000,99.500000,64.0,49.4,104.40,49.900000,483.283000,129.800000,4.600000,504.587780,4299.104676,190.6,4.7,56.8000,45.25000,56.5000,NaN,89.7,88.527017,0.806017,801.0,1000.0,0.669449,5.765092,215.148600
5,3576.3,9.53,199.500000,286.400000,106.361669,199.500000,286.600000,106.190000,57.5,38.8,102.64,38.979712,251.700000,76.800000,0.600000,268.896120,1921.000000,119.0,0.6,56.8000,41.22431,48.3000,NaN,90.7,89.513940,0.812700,789.8,1000.0,0.675000,3.076542,241.130794
6,3590.0,7.93,284.317950,391.823775,NaN,284.317950,391.823775,NaN,46.0,NaN,102.80,NaN,198.900000,70.600000,0.000000,206.056016,NaN,NaN,NaN,57.2000,41.88000,52.3000,51.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,3590.0,11.11,270.943050,384.224400,NaN,270.943050,384.224400,NaN,56.0,NaN,102.90,NaN,341.500000,129.300000,0.100000,354.651203,NaN,NaN,NaN,57.2000,41.88000,52.3000,51.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,3590.0,14.28,245.510475,371.912399,NaN,245.510475,371.912399,NaN,63.0,NaN,103.00,NaN,569.700000,204.400000,0.800000,586.165220,NaN,NaN,NaN,57.2000,41.88000,52.3000,51.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,3590.0,17.46,209.641425,346.192061,NaN,209.641425,346.192061,NaN,65.0,NaN,103.30,NaN,692.600000,202.700000,1.200000,712.617222,NaN,NaN,NaN,57.2000,41.88000,52.3000,51.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,3667.0,7.94,252.000000,354.333525,102.932004,252.000000,354.200000,101.565484,56.0,NaN,105.30,32.997275,234.857429,56.068587,0.000000,261.281260,1807.400000,90.4,0.0,57.2000,38.74000,50.8596,50.1,100.9,99.580558,NaN,787.0,NaN,0.659000,NaN,188.000000
11,3667.0,9.53,250.000000,350.200000,103.186902,250.000000,349.100000,103.322581,61.0,NaN,105.20,39.060921,326.224449,73.887158,0.000000,362.084737,2532.400000,118.0,0.0,57.2000,38.74000,50.8596,50.1,100.1,98.791019,NaN,787.0,NaN,0.659000,NaN,178.000000
12,3667.0,11.11,240.000000,344.000000,105.671499,240.000000,344.100000,105.588710,65.0,NaN,105.20,44.896592,429.722850,92.126725,1.014583,476.204797,3392.300000,146.0,1.0,57.2000,38.74000,50.8596,50.1,102.0,100.666173,NaN,787.0,NaN,0.659000,NaN,169.000000
13,3667.0,12.70,228.000000,336.700000,108.100063,228.000000,343.000000,108.144839,42.0,NaN,105.10,49.839872,532.283025,109.812176,1.378418,589.142653,4228.800000,175.5,1.4,57.2000,38.74000,50.8596,50.1,103.8,102.442635,NaN,787.0,NaN,0.659000,NaN,162.000000
